OBJECTID,GlobalID,type,source,poly_DateCurrent,mission,incident_name,incident_number,area_acres,description,FireDiscoveryDate,CreationDate,EditDate,displayStatus
996,faeb5bde-a840-479d-b94f-2abc25de95ef,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/08/29 19:15:55+00,COFFEE POT,COFFEE POT,62a5db78-38a8-4b54-8f7c-664db0783e9c,5962.35,Infrared Image,,,,Inactive
997,51106925-dac3-439b-a89a-d6353fc43b58,Heat Perimeter,NIFC,2024/08/26 02:15:00+00,2024-CAKRN-038651,PIONEER,2024-CAKRN-038651,23.7,Wildfire Daily Fire Perimeter,2024/08/25 21:15:00+00,2024/08/25 21:52:40.116+00,2024/08/30 17:40:17.541+00,Inactive
998,942c71a4-e39c-4d0e-a863-6cf684e8e023,Heat Perimeter,FIRIS,2024/09/01 00:09:05.565+00,CA-RRU-MINTON-N43U,,,21.5338650510473,FIRIS Perimeter,,2024/09/01 00:07:18+00,2024/09/01 00:09:58.654+00,Inactive
999,f88d22a7-d246-4346-a8d6-907603510cb9,Heat Perimeter,FIRIS,2024/09/01 00:09:05.565+00,CA-RRU-MINTON-N43U,,,21.5338650510473,FIRIS Perimeter,,2024/09/01 00:07:18+00,2024/09/01 00:09:58.654+00,Inactive
1000,4b75e176-098a-42ed-b0f0-485cac13c61b,Heat Perimeter,FIRIS,2024/09/01 00:43:30.483+00,CA-ANF-BICHOTA-N43U,,,24.7524516696629,FIRIS Perimeter,,2024/09/01 00:40:12+00,2024/09/01 00:44:07.949+00,Inactive
1001,5f5f42a5-a6a9-4327-bf0b-313a519d5ec7,Heat Perimeter,FIRIS,2024/09/01 01:09:02.223+00,CA-LNU-HILL-N57B,,,0.234111338505923,FIRIS Perimeter,,2024/09/01 01:07:19+00,2024/09/01 01:09:12.010+00,Inactive
1002,0d1e6bb9-654d-41ba-a941-39cfb54f5846,Heat Perimeter,FIRIS,2024/09/01 20:20:32.270+00,CA-MMU-COARSEGOLD-N57B,,,7.90523902921636,FIRIS Perimeter,,2024/09/01 20:18:19+00,2024/09/01 20:21:11.179+00,Inactive
1003,0fd1312d-a7f3-4644-8544-f0fa4d0ad115,Heat Perimeter,FIRIS,2024/09/01 20:20:32.270+00,CA-MMU-COARSEGOLD-N57B,,,7.90523902921636,FIRIS Perimeter,,2024/09/01 20:18:19+00,2024/09/01 20:21:11.179+00,Inactive
1004,8fc36a25-4c26-43ef-99e3-e0f11a8a5a27,Heat Perimeter,FIRIS,2024/09/01 22:57:51.808+00,CA-RRU-RECORD-N43U,,,248.528143931635,FIRIS Perimeter,,2024/09/01 22:56:31+00,2024/09/01 22:58:49.398+00,Inactive
1005,8be4adf7-0d2c-47f3-bec9-829afce90733,Heat Perimeter,FIRIS,2024/09/01 23:32:29.314+00,CA-RRU-RECORD-N43U,,,349.461178583997,FIRIS Perimeter,,2024/09/01 23:31:17+00,2024/09/01 23:32:57.038+00,Inactive
1006,ac95aa13-0611-4d2a-9f9d-820f341e7d52,Heat Perimeter,FIRIS,2024/09/01 23:52:39.402+00,CA-RRU-GIBBEL-N43U,,,6.20698360607948,FIRIS Perimeter,,2024/09/01 23:50:54+00,2024/09/01 23:53:01.069+00,Inactive
1007,ed9653f7-ed9c-4b96-a52b-cb085c8b4ac7,Heat Perimeter,FIRIS,2024/09/02 08:31:54.936+00,CA-BEU-ARGYLE-N57B,,,85.040125610259,FIRIS Perimeter,,2024/09/02 08:30:39+00,2024/09/02 08:32:50.381+00,Inactive
1008,187efa59-0d4a-48c3-96de-461e9e4b395f,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/02 18:15:39+00,COFFEE POT,COFFEE POT,62a5db78-38a8-4b54-8f7c-664db0783e9c,11728.53,Infrared Image,,,,Inactive
1009,7d9cc0d0-fc76-41f4-9abf-4d5220d321c8,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/02 19:00:49+00,RECORD,RECORD,66ce9256-8f45-4750-91d8-594062dd636f,517.06,Infrared Image,,,,Inactive
1010,1c4560b3-cb13-44ef-93ac-10e95e338e79,Heat Perimeter,FIRIS,2024/09/02 23:09:45.673+00,CA-TNF-BEAR-N57B,,,63.9374637093142,FIRIS Perimeter,,2024/09/02 23:08:21+00,2024/09/02 23:09:57.407+00,Inactive
1011,d7f48c86-8ce9-40eb-a260-9afba26b5a57,Heat Perimeter,FIRIS,2024/09/02 23:42:54.277+00,CA-TNF-BEAR-N57B,,,196.559451226629,FIRIS Perimeter,,2024/09/02 23:42:10+00,2024/09/02 23:43:04.451+00,Inactive
1012,2efba071-f7c1-4231-98f9-f8ccf8ea7f1c,Heat Perimeter,FIRIS,2024/09/03 00:24:27.242+00,CA-BTU-CENTERVILLE-N57B,,,59.000973692421,FIRIS Perimeter,,2024/09/03 00:23:30+00,2024/09/03 00:25:12.273+00,Inactive
1013,5331006f-590d-43b7-bd1f-f545cf0118fe,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/03 01:50:43+00,BEAR,BEAR,98863999-fa09-4779-a393-e69eaf8e4351,1183.29,Infrared Image,,,,Inactive
1014,de4e46a4-9aec-4f6a-8ef6-842f6a1ea2b8,Heat Perimeter,FIRIS,2024/09/03 09:46:24.800+00,CA-TNF-BEAR-N57B,,,1391.38566877698,FIRIS Perimeter,,2024/09/03 09:45:06+00,2024/09/03 09:47:10.079+00,Inactive
1015,470a0aae-23ee-4d16-8793-b8dfb0782d6f,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/03 17:45:10+00,COFFEE POT,COFFEE POT,62a5db78-38a8-4b54-8f7c-664db0783e9c,12271.59,Infrared Image,,,,Inactive
1016,5c017a21-8a86-4cea-b022-c95a314318ab,Heat Perimeter,FIRIS,2024/09/03 18:56:23.478+00,CA-SLU-HAWK-N43U,,,13.6928828843643,FIRIS Perimeter,,2024/09/03 18:54:59+00,2024/09/03 18:57:01.723+00,Inactive
1017,047fa3e0-772e-4de5-88da-cb877e65b35c,Heat Perimeter,FIRIS,2024/09/03 20:34:18.414+00,CA-FKU-BOONE-N43U,,,143.704709519628,FIRIS Perimeter,,2024/09/03 20:33:27+00,2024/09/03 20:34:24.432+00,Inactive
1018,7fda2893-d2d4-4863-8e5e-aca45b958337,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/03 21:00:32+00,BEAR,BEAR,98863999-fa09-4779-a393-e69eaf8e4351,1578.12,Infrared Image,,,,Inactive
1019,b784b254-56cb-4094-b62b-90cf0e9ffadd,Heat Perimeter,FIRIS,2024/09/03 22:48:56.674+00,CA-FKU-BOONE-N43U,,,703.76856750866,FIRIS Perimeter,,2024/09/03 22:46:57+00,2024/09/03 22:49:52.013+00,Inactive
1020,f7db65c5-59d1-4b01-a5f2-0f3eeb61943b,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/04 01:00:35+00,BOONE,BOONE,2c267901-16c4-4a9e-8c6c-91a59cb60fc9,3067.85,Infrared Image,,,,Inactive
1021,6c778bb8-5e09-439a-9233-d1404aa47d89,Heat Perimeter,FIRIS,2024/09/04 18:22:50.652+00,CA-CND-CHIIMINEAS-N43U,,,356.068260605977,FIRIS Perimeter,,2024/09/04 18:21:27+00,2024/09/04 18:23:04.169+00,Inactive
1022,28da3cca-ab81-445a-a232-02e527f233cf,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/04 18:44:28+00,BEAR,BEAR,98863999-fa09-4779-a393-e69eaf8e4351,3279.72,Infrared Image,,,,Inactive
1023,e613a76b-28d5-44cf-a119-7ec68672e227,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/04 20:14:53+00,BOONE,BOONE,2c267901-16c4-4a9e-8c6c-91a59cb60fc9,6550.25,Infrared Image,,,,Inactive
1024,de80f771-a19e-4eae-87e9-91bec0f1dfa8,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/04 19:50:08+00,COFFEE POT,COFFEE POT,62a5db78-38a8-4b54-8f7c-664db0783e9c,12836,Infrared Image,,,,Inactive
1025,67899e89-e68e-4cec-81ce-b6ac00f7c7a1,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/05 20:15:18+00,BOONE,BOONE,2c267901-16c4-4a9e-8c6c-91a59cb60fc9,16947.95,Infrared Image,,,,Inactive
1026,a359482f-d832-4aaf-aa63-19428ac77be0,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/05 21:14:02+00,COFFEE POT,COFFEE POT,62a5db78-38a8-4b54-8f7c-664db0783e9c,13115.32,Infrared Image,,,,Inactive
1027,0c052a48-fcd0-4abf-853c-9d2f4aa1270b,Heat Perimeter,FIRIS,2024/09/06 02:15:23.067+00,CA-BDF-LINE-N43U,,,172.427471011219,FIRIS Perimeter,,2024/09/06 02:13:36+00,2024/09/06 02:15:58.407+00,Inactive
1028,dd03d458-cb63-47f6-871f-b875a11ae448,Heat Perimeter,FIRIS,2024/09/06 02:35:52.227+00,CA-FKU-DORADO-N57B,,,501.746265983048,FIRIS Perimeter,,2024/09/06 02:35:02+00,2024/09/06 02:36:01.858+00,Inactive
1029,79d4e566-7bb6-4eeb-ad78-1f1c5f9db2e1,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/06 19:17:57+00,BOISE,BOISE,aaabea8a-0e28-4d8d-bc93-19d27c9ee4bb,12966.78,Infrared Image,,,,Inactive
1030,9554f3da-2762-4bbd-8864-0e9675e29852,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/06 21:49:52+00,COFFEE POT,COFFEE POT,62a5db78-38a8-4b54-8f7c-664db0783e9c,13161.99,Infrared Image,,,,Inactive
1031,56c5fa48-e573-4ed4-8d36-33a37cd5963f,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/06 22:48:32+00,BOONE,BOONE,2c267901-16c4-4a9e-8c6c-91a59cb60fc9,17765.57,Infrared Image,,,,Inactive
1032,65742030-6cf8-4431-ba55-e472441ffeed,Heat Perimeter,NIFC,2024/09/07 06:15:00+00,2024-CAFKU-019190,Boone,2024-CAFKU-019190,17631.266662139,Wildfire Daily Fire Perimeter,2024/09/03 19:10:46+00,2024/09/07 01:38:35+00,2024/09/07 18:49:07+00,Inactive
1033,41aedc87-0b83-448e-80f8-3c4b7d066e2c,Heat Perimeter,NIFC,2024/09/07 03:02:35+00,2024-CANOD-005373,GRAVIER,2024-CANOD-005373,0.01,Wildfire Daily Fire Perimeter,2024/09/06 22:02:35+00,2024/09/06 22:22:37.524+00,2024/09/07 13:23:13.253+00,Inactive
1034,982893e1-bb17-4c47-a380-c851e8a8ef64,Heat Perimeter,NIFC,2024/09/07 07:09:00+00,2024-CABDF-012520,LINE,2024-CABDF-012520,3831.98266737878,Wildfire Daily Fire Perimeter,2024/09/06 01:00:00+00,2024/09/07 16:04:49+00,2024/09/07 16:13:39+00,Inactive
1035,0a46f855-d6aa-4a78-bc63-25feae4a0cf4,Heat Perimeter,NIFC,2024/09/07 19:25:00+00,2024-CABDF-012520,LINE,2024-CABDF-012520,7122.48691340349,Wildfire Daily Fire Perimeter,2024/09/06 01:00:00+00,2024/09/07 16:04:49+00,2024/09/07 21:41:27+00,Inactive
1036,43d796ea-56e3-41d1-813c-92dbac44384e,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/07 23:39:31+00,BOONE,BOONE,2c267901-16c4-4a9e-8c6c-91a59cb60fc9,17692.69,Infrared Image,,,,Inactive
1037,4b22fd95-07d9-4ffd-b7a9-8c45b55757c1,Heat Perimeter,FIRIS,2024/09/08 04:58:42.273+00,CA-MCP-Roblar-N57B,,,856.154455937613,FIRIS Perimeter,,2024/09/08 04:51:53+00,,Inactive
1038,9722d67c-36ec-4eb1-be12-ac7b97733ee4,Heat Perimeter,FIRIS,2024/09/08 06:21:33.247+00,CA-BDF-Line-N57B,,,17236.8889838838,FIRIS Perimeter,,2024/09/08 06:05:35+00,,Inactive
1039,6536479c-4eef-4264-b9f1-752f7cf1ce8e,Heat Perimeter,FIRIS,2024/09/08 22:48:44.163+00,CA-LNU-BOYLES-N57B,,,76.0650184488157,FIRIS Perimeter,,2024/09/08 22:47:50+00,,Inactive
1040,d33f3a00-2197-486b-8afa-69e1cd62b78a,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/08 19:23:30+00,DAVIS,DAVIS,98194093-088b-4c62-aa32-9c215853f039,3247.92,Infrared Image,,,,Inactive
1041,90132895-6215-44c2-8faa-ee66a1723a20,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/08 23:30:14+00,HAPPY,HAPPY,6f24a509-17cb-44a2-95c8-cfd7b65b8e64,131.85,Mixed Methods,,,,Inactive
1042,73fbfacf-caec-4389-9550-5fd92ba1a683,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/08 23:54:55+00,COFFEE POT,COFFEE POT,62a5db78-38a8-4b54-8f7c-664db0783e9c,13450.01,Infrared Image,,,,Inactive
1043,54eac0c9-5b4c-401e-a3e3-e298b63d6157,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/09 03:26:13+00,LINE,LINE,4a605bd7-e9ec-42a7-8a86-3bc47a795382,20552.73,Infrared Image,,,,Inactive
1044,893b7fab-f610-4c5f-ac03-483125059a91,Heat Perimeter,FIRIS,2024/09/09 17:42:34.133+00,CA-BDF-LINE-N43U,,,21202.5218186236,FIRIS Perimeter,,2024/09/09 17:36:53+00,,Inactive
1045,69e9ee05-7ccd-4e02-998d-ca72874b8c6a,Heat Perimeter,FIRIS,2024/09/09 17:46:25.042+00,CA-ANF-BRIDGE-N43U,,,1254.98911783625,FIRIS Perimeter,,2024/09/09 16:36:05+00,,Inactive
1046,a121f27b-c10c-416e-b00a-4fd9bb26eaff,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/09 19:00:01+00,COFFEE POT,COFFEE POT,62a5db78-38a8-4b54-8f7c-664db0783e9c,13533.71,Infrared Image,,,,Inactive
1047,e7ade9fa-0a7c-4da8-be1a-722f834be80f,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/09 20:10:46+00,LINE,LINE,4a605bd7-e9ec-42a7-8a86-3bc47a795382,23600.52,Infrared Image,,,,Inactive
1048,93b64ae1-d436-4811-8e81-a023505dbb58,Heat Perimeter,FIRIS,2024/09/09 21:30:53.653+00,CA-AEU-WICKLOW-N57B,,,71.5881518869121,FIRIS Perimeter,,2024/09/09 21:28:37+00,,Inactive
1049,a62c70de-38cb-403b-b68f-324b23232201,Heat Perimeter,FIRIS,2024/09/09 21:44:40.949+00,CA-LNU-BOYLES-N57B,,,81.1578265496903,FIRIS Perimeter,,2024/09/09 21:43:24+00,,Inactive
1050,b159af35-bd2b-49be-8c28-26877b0e80b6,Heat Perimeter,FIRIS,2024/09/09 21:51:04.529+00,CA-ROC-AIRPORT-N43U,,,291.779163974803,FIRIS Perimeter,,2024/09/09 21:33:02+00,,Inactive
1051,2c938bd2-3e6c-4875-9373-f651732e8e31,Heat Perimeter,FIRIS,2024/09/09 22:14:39.330+00,CA-ROC-AIRPORT-N43U,,,669.509447385628,FIRIS Perimeter,,2024/09/09 22:11:48+00,,Inactive
1052,092297ea-41c5-4aee-b909-f254a1eb3e91,Heat Perimeter,FIRIS,2024/09/09 22:52:10.582+00,CA-ROC-AIRPORT-N43U,,,1318.24604078815,FIRIS Perimeter,,2024/09/09 22:50:52+00,,Inactive
1053,c1dae1a4-42ab-4a41-8a01-672c34805a6b,Heat Perimeter,FIRIS,2024/09/09 23:34:23.967+00,CA-ROC-AIRPORT-N43U,,,1860.17572286668,FIRIS Perimeter,,2024/09/09 23:33:28+00,,Inactive
1054,3cbe7939-3e15-455e-a254-08339dde38e8,Heat Perimeter,FIRIS,2024/09/10 00:48:22.503+00,CA-ANF-BRIDGE-N43U,,,2996.00413418313,FIRIS Perimeter,,2024/09/10 00:47:02+00,,Inactive
1055,d7dfb398-c52b-4e19-b357-b5bca0c72f63,Heat Perimeter,FIRIS,2024/09/10 02:15:11.841+00,CA-ORC-AIRPORT-N43U,,,1860.17572286668,FIRIS Perimeter,,2024/09/10 02:10:52+00,,Inactive
1056,f5573121-d6a1-40fa-941f-a5a80023f556,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/10 01:20:43+00,LINE,LINE,4a605bd7-e9ec-42a7-8a86-3bc47a795382,25089.89,Infrared Image,,,,Inactive
1057,06ff0aba-df87-4233-8f86-32039997a4a2,Heat Perimeter,FIRIS,2024/09/10 04:36:10.591+00,CA-BDF-LINE-N43U,,,25813.0590391816,FIRIS Perimeter,,2024/09/10 04:19:51+00,,Inactive
1058,958da15f-2aa7-4f40-87a8-572b68a8417d,Heat Perimeter,FIRIS,2024/09/10 04:36:10.610+00,CA-ORC-AIRPORT-N43U,,,5431.75013274326,FIRIS Perimeter,,2024/09/10 04:35:09+00,,Inactive
1059,71d8457d-4290-45ac-8243-efb5292697a8,Heat Perimeter,NIFC,,2024-CAORC-127883,Airport,2024-CAORC-127883,5431,Wildfire Daily Fire Perimeter,2024/09/09 20:00:00+00,2024/09/10 06:14:23+00,2024/09/10 06:18:14+00,Inactive
1060,3063edc3-6252-4e79-be70-3ce60b3df310,Heat Perimeter,FIRIS,2024/09/10 11:34:47.037+00,CA-ORC-AIRPORT-N43U,,,8509.41254973315,FIRIS Perimeter,,2024/09/10 11:33:24+00,,Inactive
1061,7b7eaae6-0a6a-485a-ab73-1cb647912451,Heat Perimeter,FIRIS,2024/09/10 16:35:46.118+00,CA-BDF-LINE-N43U,,,26515.7873525246,FIRIS Perimeter,,2024/09/10 16:33:42+00,,Inactive
1062,1a9035c9-82ec-4449-90cd-270968fe17a4,Heat Perimeter,FIRIS,2024/09/10 17:24:35.431+00,CA-ORC-AIRPORT-N43U,,,9333.08930032493,FIRIS Perimeter,,2024/09/10 16:57:30+00,,Inactive
1063,1c61a8e1-7a7c-48b2-a60f-79398c923ca4,Heat Perimeter,FIRIS,2024/09/10 17:55:28.167+00,CA-ANF-BRIDGE-N43U,,,3786.10658757058,FIRIS Perimeter,,2024/09/10 17:54:50+00,,Inactive
1064,4259d35b-4580-44c0-bf62-86141492f438,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/11 06:45:20+00,BRIDGE,BRIDGE,928c4da9-5ad6-4e0c-a3a4-2c36ffef7223,4177.48,Infrared Image,,,,Inactive
1065,acd9f9bb-ff33-49c0-9fd1-0748fa830c16,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/10 18:45:16+00,BRIDGE,BRIDGE,928c4da9-5ad6-4e0c-a3a4-2c36ffef7223,4177.48,Infrared Image,,,,Inactive
1066,2fdb0d2e-06f7-40cc-9b8e-36d4d9ab2ab4,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/10 18:12:33+00,COFFEE POT,COFFEE POT,62a5db78-38a8-4b54-8f7c-664db0783e9c,13681.12,Infrared Image,,,,Inactive
1067,087ae050-7ab4-4494-81d4-500506c03fb9,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/10 19:30:41+00,LINE,LINE,4a605bd7-e9ec-42a7-8a86-3bc47a795382,27974.03,Infrared Image,,,,Inactive
1068,59843fff-43fa-4a22-bf5f-60fe55f46e47,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/10 21:55:29+00,BOONE,BOONE,2c267901-16c4-4a9e-8c6c-91a59cb60fc9,17600.28,Infrared Image,,,,Inactive
1069,68b00523-24ae-4869-9e18-17ff1ff745c0,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/10 23:20:20+00,AIRPORT,AIRPORT,8de09a3a-443f-4d3f-8a56-6a650c70c41a,19028.02,Infrared Image,,,,Inactive
1070,5c8dd2bc-bbeb-4136-9523-0f50794b2b90,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/10 23:50:45+00,BRIDGE,BRIDGE,928c4da9-5ad6-4e0c-a3a4-2c36ffef7223,34239.66,Infrared Image,,,,Inactive
1071,439c6ef9-9d74-49a4-bbd8-79d6796e6312,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/11 00:50:17+00,LINE,LINE,4a605bd7-e9ec-42a7-8a86-3bc47a795382,32904.93,Infrared Image,,,,Inactive
1072,3183f93b-ca6a-4a45-86b7-be1a19004b45,Heat Perimeter,FIRIS,2024/09/11 05:37:20.923+00,CA-BDF-LINE-N43U,,,34289.1126173634,FIRIS Perimeter,,2024/09/11 05:34:06+00,,Inactive
1073,f79d2f09-c0a4-4655-8db6-5ab057e59d55,Heat Perimeter,FIRIS,2024/09/11 06:49:08.248+00,CA-ANF-BRIDGE-N43U,,,46727.2935942539,FIRIS Perimeter,,2024/09/11 06:47:58+00,,Inactive
1074,99438287-d8d2-4145-bf61-9a688ed20b9c,Heat Perimeter,FIRIS,2024/09/11 07:32:59.739+00,CA-ORC-AIRPORT-N43U,,,22375.9686490092,FIRIS Perimeter,,2024/09/11 07:31:35+00,,Inactive
1075,2148843f-d4dd-411d-8b95-e929d9d21581,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/11 17:35:13+00,LINE,LINE,4a605bd7-e9ec-42a7-8a86-3bc47a795382,34728.85,Infrared Image,,,,Inactive
1076,7c33224f-9f60-4d92-b6fb-6b2d9983458b,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/11 18:30:01+00,BRIDGE,BRIDGE,928c4da9-5ad6-4e0c-a3a4-2c36ffef7223,49007.54,Infrared Image,,,,Inactive
1077,82699566-47b7-4a9a-bce7-04256a1d2a18,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/11 19:10:42+00,AIRPORT,AIRPORT,8de09a3a-443f-4d3f-8a56-6a650c70c41a,22909.79,Infrared Image,,,,Inactive
1078,7202e1e2-bb80-4967-8baa-19abf25f088b,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/11 21:11:42+00,COFFEE POT,COFFEE POT,62a5db78-38a8-4b54-8f7c-664db0783e9c,14016.44,Infrared Image,,,,Inactive
1079,12d60dca-6716-48dd-84dd-f714ad4efdaf,Heat Perimeter,FIRIS,2024/09/11 22:57:17.946+00,CA-LAC-JOSHUA-N43U,,,30.2209573331618,FIRIS Perimeter,,2024/09/11 22:54:55+00,,Inactive
1080,fb99e374-8876-4ef7-a958-9672920f1403,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/11 23:15:55+00,AIRPORT,AIRPORT,8de09a3a-443f-4d3f-8a56-6a650c70c41a,23139.74,Infrared Image,,,,Inactive
1081,3a4c550a-ba07-48ca-b981-36e1105aa95d,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/11 23:50:17+00,LINE,LINE,4a605bd7-e9ec-42a7-8a86-3bc47a795382,36480.66,Infrared Image,,,,Inactive
1082,5765832a-4070-474a-b0f7-bdaa754f1afc,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/12 00:30:27+00,BRIDGE,BRIDGE,928c4da9-5ad6-4e0c-a3a4-2c36ffef7223,50257.7,Infrared Image,,,,Inactive
1083,98261519-52d2-4e9f-9d79-02b3f5bae96d,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/12 06:30:51+00,AIRPORT,AIRPORT,8de09a3a-443f-4d3f-8a56-6a650c70c41a,23412.22,Infrared Image,,,,Inactive
1084,22b8ed5c-1891-45cb-bea9-7776b1b045fe,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/12 17:45:34+00,LINE,LINE,4a605bd7-e9ec-42a7-8a86-3bc47a795382,37392.34,Infrared Image,,,,Inactive
1085,35094055-87f4-4510-9540-9a88f34853c0,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/12 18:25:38+00,BRIDGE,BRIDGE,928c4da9-5ad6-4e0c-a3a4-2c36ffef7223,51479.05,Infrared Image,,,,Inactive
1086,9f037d29-a619-4918-bc07-991325767275,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/12 19:00:04+00,AIRPORT,AIRPORT,8de09a3a-443f-4d3f-8a56-6a650c70c41a,23383.38,Infrared Image,,,,Inactive
1087,50996b07-8a3a-4a4c-bac2-02aa3cd4f1f3,Heat Perimeter,FIRIS,2024/09/12 21:23:20.326+00,CA-BTU-QUINCEY-NJ57B,,,84.8661199289424,FIRIS Perimeter,,2024/09/12 21:19:59+00,,Inactive
1088,6edad85b-d47f-4b9f-bc4b-3e9525be2c4e,Heat Perimeter,FIRIS,2024/09/12 21:56:16.399+00,CA-BTU-QUINCY-NJ57B,,,84.8661199289424,FIRIS Perimeter,,2024/09/12 21:19:59+00,,Inactive
1089,d17b4a55-01e2-4e95-91be-316327a93370,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/12 22:27:43+00,COFFEE POT,COFFEE POT,62a5db78-38a8-4b54-8f7c-664db0783e9c,14047.63,Infrared Image,,,,Inactive
1090,ba194c48-cc94-4bed-8349-ad64f357a916,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/12 23:15:28+00,LINE,LINE,4a605bd7-e9ec-42a7-8a86-3bc47a795382,37588.68,Infrared Image,,,,Inactive
1091,9634dd98-9e37-4655-9634-69a3329140bd,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/12 23:50:42+00,BRIDGE,BRIDGE,928c4da9-5ad6-4e0c-a3a4-2c36ffef7223,51791.78,Infrared Image,,,,Inactive
1092,bba416ae-bdc5-4e22-a4ea-f432ffe69809,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/13 00:20:28+00,AIRPORT,AIRPORT,8de09a3a-443f-4d3f-8a56-6a650c70c41a,23453.35,Infrared Image,,,,Inactive
1093,38a6ee07-5d82-4039-9a28-f7ca2f0957c8,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/12 23:45:07+00,BRIDGE,BRIDGE,928c4da9-5ad6-4e0c-a3a4-2c36ffef7223,51791.78,Infrared Image,,,,Inactive
1094,3cea65fb-a6a3-4ba8-92e1-dcdc1ef2a218,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/13 06:30:26+00,AIRPORT,AIRPORT,8de09a3a-443f-4d3f-8a56-6a650c70c41a,23493.97,Infrared Image,,,,Inactive
1095,3832a1ad-b1b8-4918-a11a-847a46018e61,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/13 17:45:48+00,LINE,LINE,4a605bd7-e9ec-42a7-8a86-3bc47a795382,37962.73,Infrared Image,,,,Inactive
1096,2a598c7a-6f0a-44a9-a63e-ddbd0c5adb91,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/13 18:45:30+00,BRIDGE,BRIDGE,928c4da9-5ad6-4e0c-a3a4-2c36ffef7223,52486.9,Infrared Image,,,,Inactive
1097,ed237358-8119-46d9-87b1-d95e3d6790d6,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/13 22:06:37+00,COFFEE POT,COFFEE POT,62a5db78-38a8-4b54-8f7c-664db0783e9c,14096.52,Infrared Image,,,,Inactive
1098,223e7960-ef0c-4789-bcfc-4e27048a9ab5,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/13 23:05:31+00,LINE,LINE,4a605bd7-e9ec-42a7-8a86-3bc47a795382,38074.31,Infrared Image,,,,Inactive
1099,bbab5449-7845-4e54-a3b8-b19199d99c63,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/09/13 23:45:01+00,BRIDGE,BRIDGE,928c4da9-5ad6-4e0c-a3a4-2c36ffef7223,52800.46,Infrared Image,,,,Inactive
